"OccNonMetID","Area_Title","Primary_State","Occupation_Title","Occupation_Group","Total_Employees_NonMet","Employee_PCT_NonMet","Jobs_1000_NonMet","Loc_Quotient_NonMet","H_Mean_NonMet","A_Mean_NonMet","Mean_PCT_NonMet","H_PCT10_NonMet","H_PCT25_NonMet","H_Median_NonMet","H_PCT75_NonMet","H_PCT90_NonMet","A_PCT10_NonMet","A_PCT25_NonMet","A_Median_NonMet","A_PCT75_NonMet","A_PCT90_NonMet","Annual_NonMet","Hourly_NonMet"
44229,Eastern Washington nonmetropolitan area,WA,Building and Grounds Cleaning and Maintenance Occupations,major,2930,1.90,31.12,1.07,17.54,36490.00,0.60,14.23,14.56,16.84,18.45,22.98,29600.00,30290.00,35040.00,38380.00,47790.00,"",""
44230,Eastern Washington nonmetropolitan area,WA,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,80,15.90,0.90,0.82,23.70,49290.00,3.80,17.07,18.38,23.21,24.18,38.65,35500.00,38230.00,48280.00,50290.00,80390.00,"",""
44231,Eastern Washington nonmetropolitan area,WA,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,40,13.40,0.42,0.51,25.97,54010.00,3.90,17.67,20.65,23.97,30.31,36.96,36750.00,42950.00,49850.00,63050.00,76880.00,"",""
44232,Eastern Washington nonmetropolitan area,WA,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,1410,2.70,14.93,1.03,17.44,36280.00,1.10,14.33,14.65,17.23,18.45,22.95,29810.00,30470.00,35840.00,38380.00,47740.00,"",""
44233,Eastern Washington nonmetropolitan area,WA,Maids and Housekeeping Cleaners,detailed,710,5.20,7.54,1.47,15.49,32220.00,0.60,14.00,14.30,14.56,16.53,18.23,29130.00,29750.00,30270.00,34380.00,37930.00,"",""
44234,Eastern Washington nonmetropolitan area,WA,Landscaping and Groundskeeping Workers,detailed,590,5.50,6.27,0.99,17.97,37390.00,1.60,14.33,14.67,17.48,18.57,23.18,29800.00,30510.00,36360.00,38620.00,48200.00,"",""
44235,Eastern Washington nonmetropolitan area,WA,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,40,17.60,0.47,2.56,22.39,46560.00,2.20,18.24,22.87,22.87,22.97,23.98,37940.00,47570.00,47570.00,47780.00,49870.00,"",""
44236,Eastern Washington nonmetropolitan area,WA,Personal Care and Service Occupations,major,2690,19.70,28.61,1.57,15.81,32890.00,5.70,14.08,14.08,14.08,14.47,21.91,29280.00,29280.00,29280.00,30100.00,45580.00,"",""
44237,Eastern Washington nonmetropolitan area,WA,Animal Caretakers,detailed,120,5.20,1.27,0.79,16.14,33560.00,1.10,13.69,14.09,14.22,16.54,17.84,28480.00,29310.00,29580.00,34410.00,37100.00,"",""
44238,Eastern Washington nonmetropolitan area,WA,"Ushers, Lobby Attendants, and Ticket Takers",detailed,30,10.90,0.36,0.92,16.96,35280.00,2.20,13.95,14.34,14.36,18.70,21.91,29010.00,29820.00,29880.00,38900.00,45570.00,"",""
44239,Eastern Washington nonmetropolitan area,WA,Amusement and Recreation Attendants,detailed,90,12.70,0.96,0.52,14.89,30970.00,0.80,13.76,13.86,14.28,14.51,17.61,28630.00,28830.00,29690.00,30180.00,36620.00,"",""
44240,Eastern Washington nonmetropolitan area,WA,Tour and Travel Guides,detailed,30,32.30,0.34,1.57,18.77,39040.00,1.40,16.34,16.95,17.23,21.00,21.73,33990.00,35260.00,35840.00,43680.00,45190.00,"",""
44241,Eastern Washington nonmetropolitan area,WA,Childcare Workers,detailed,190,15.10,2.05,0.66,15.01,31210.00,1.50,13.69,13.96,14.17,16.41,16.64,28480.00,29040.00,29470.00,34120.00,34610.00,"",""
44242,Eastern Washington nonmetropolitan area,WA,Exercise Trainers and Group Fitness Instructors,detailed,90,11.40,0.97,0.61,22.06,45890.00,4.50,14.26,17.25,22.70,26.64,29.04,29660.00,35880.00,47220.00,55420.00,60400.00,"",""
44243,Eastern Washington nonmetropolitan area,WA,Recreation Workers,detailed,150,9.60,1.55,0.83,18.03,37490.00,1.80,14.09,14.35,17.16,18.64,23.63,29310.00,29840.00,35700.00,38780.00,49150.00,"",""
44244,Eastern Washington nonmetropolitan area,WA,Residential Advisors,detailed,60,8.30,0.65,0.98,22.26,46300.00,2.40,17.41,22.18,22.18,23.76,29.79,36200.00,46130.00,46130.00,49420.00,61960.00,"",""
44245,Eastern Washington nonmetropolitan area,WA,Sales and Related Occupations,major,8020,1.50,85.15,0.91,21.01,43700.00,1.70,13.98,14.22,16.89,22.36,35.88,29080.00,29570.00,35130.00,46510.00,74630.00,"",""
44246,Eastern Washington nonmetropolitan area,WA,First-Line Supervisors of Retail Sales Workers,detailed,910,3.60,9.65,1.19,23.62,49130.00,1.30,17.07,18.16,22.20,28.35,36.08,35500.00,37780.00,46170.00,58970.00,75040.00,"",""
44247,Eastern Washington nonmetropolitan area,WA,First-Line Supervisors of Non-Retail Sales Workers,detailed,100,20.80,1.08,0.63,38.76,80630.00,3.50,24.02,29.95,34.64,47.13,61.79,49960.00,62290.00,72060.00,98030.00,128520.00,"",""
44248,Eastern Washington nonmetropolitan area,WA,Cashiers,detailed,2390,2.90,25.41,1.08,14.99,31180.00,0.70,13.78,14.00,14.11,14.45,17.51,28670.00,29120.00,29360.00,30060.00,36410.00,"",""
44249,Eastern Washington nonmetropolitan area,WA,Counter and Rental Clerks,detailed,300,8.60,3.17,1.20,17.68,36770.00,1.60,14.04,14.37,17.34,18.17,22.14,29210.00,29890.00,36070.00,37790.00,46050.00,"",""
44250,Eastern Washington nonmetropolitan area,WA,Parts Salespersons,detailed,270,5.80,2.92,1.55,18.67,38820.00,1.00,14.21,14.46,17.83,22.02,22.70,29550.00,30070.00,37080.00,45790.00,47220.00,"",""
44251,Eastern Washington nonmetropolitan area,WA,Retail Salespersons,detailed,2210,1.90,23.49,0.90,16.86,35080.00,1.00,14.00,14.26,14.52,17.48,22.19,29130.00,29650.00,30200.00,36360.00,46150.00,"",""
44252,Eastern Washington nonmetropolitan area,WA,Insurance Sales Agents,detailed,190,8.30,1.99,0.66,25.70,53450.00,4.40,14.93,18.04,22.39,28.42,38.23,31050.00,37530.00,46560.00,59120.00,79510.00,"",""
44253,Eastern Washington nonmetropolitan area,WA,"Securities, Commodities, and Financial Services Sales Agents",detailed,110,31.20,1.20,0.39,24.62,51200.00,7.50,14.77,18.23,22.51,28.67,43.73,30720.00,37920.00,46820.00,59630.00,90960.00,"",""
44254,Eastern Washington nonmetropolitan area,WA,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,230,8.10,2.49,0.34,32.45,67490.00,5.70,17.74,21.09,27.19,37.01,56.50,36900.00,43870.00,56540.00,76990.00,117510.00,"",""
44255,Eastern Washington nonmetropolitan area,WA,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,100,23.90,1.05,0.56,47.09,97960.00,5.80,26.91,34.64,39.25,55.43,76.53,55960.00,72060.00,81640.00,115300.00,159180.00,"",""
44256,Eastern Washington nonmetropolitan area,WA,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,800,7.40,8.47,0.96,38.55,80180.00,5.80,21.04,23.35,30.42,45.68,60.13,43770.00,48570.00,63280.00,95010.00,125070.00,"",""
44257,Eastern Washington nonmetropolitan area,WA,Real Estate Sales Agents,detailed,50,17.90,0.55,0.44,33.49,69670.00,6.70,20.84,24.81,32.11,38.08,48.28,43350.00,51600.00,66790.00,79200.00,100410.00,"",""
44258,Eastern Washington nonmetropolitan area,WA,Office and Administrative Support Occupations,major,10230,1.90,108.63,0.84,21.35,44400.00,0.50,14.34,17.48,20.15,23.19,29.19,29830.00,36360.00,41920.00,48230.00,60720.00,"",""
44259,Eastern Washington nonmetropolitan area,WA,First-Line Supervisors of Office and Administrative Support Workers,detailed,730,4.60,7.70,0.75,29.32,60990.00,0.80,18.45,22.97,29.03,35.59,38.17,38370.00,47790.00,60380.00,74020.00,79390.00,"",""
44260,Eastern Washington nonmetropolitan area,WA,Bill and Account Collectors,detailed,30,12.60,0.34,0.22,25.71,53480.00,9.10,14.44,18.13,22.60,29.16,36.99,30020.00,37720.00,47000.00,60660.00,76940.00,"",""
44261,Eastern Washington nonmetropolitan area,WA,Billing and Posting Clerks,detailed,240,5.70,2.60,0.85,20.93,43530.00,1.40,17.60,18.06,21.93,22.91,23.19,36600.00,37560.00,45620.00,47640.00,48230.00,"",""
44262,Eastern Washington nonmetropolitan area,WA,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1040,4.10,11.04,1.03,22.77,47360.00,1.50,17.51,18.19,22.58,25.67,29.46,36420.00,37820.00,46970.00,53380.00,61270.00,"",""
44263,Eastern Washington nonmetropolitan area,WA,Payroll and Timekeeping Clerks,detailed,130,25.80,1.34,1.26,23.75,49390.00,3.80,17.90,17.92,22.82,28.78,29.86,37220.00,37280.00,47460.00,59860.00,62120.00,"",""
44264,Eastern Washington nonmetropolitan area,WA,Procurement Clerks,detailed,70,20.10,0.70,1.59,20.88,43440.00,2.40,17.74,17.76,18.40,23.06,28.30,36890.00,36940.00,38280.00,47970.00,58860.00,"",""
44265,Eastern Washington nonmetropolitan area,WA,Tellers,detailed,270,4.50,2.87,1.11,17.64,36680.00,0.80,14.28,17.48,17.81,17.83,20.61,29710.00,36360.00,37040.00,37080.00,42880.00,"",""
44266,Eastern Washington nonmetropolitan area,WA,"Court, Municipal, and License Clerks",detailed,180,9.30,1.88,1.77,24.50,50960.00,1.80,17.88,22.58,22.91,28.90,29.53,37180.00,46970.00,47640.00,60100.00,61420.00,"",""
44267,Eastern Washington nonmetropolitan area,WA,Customer Service Representatives,detailed,800,5.30,8.46,0.43,19.69,40940.00,1.40,14.05,14.63,17.79,22.26,28.85,29220.00,30420.00,37000.00,46300.00,60000.00,"",""
44268,Eastern Washington nonmetropolitan area,WA,"Eligibility Interviewers, Government Programs",detailed,100,21.30,1.11,1.03,25.77,53600.00,4.30,17.76,22.58,25.37,29.43,30.92,36940.00,46970.00,52770.00,61210.00,64320.00,"",""
44269,Eastern Washington nonmetropolitan area,WA,File Clerks,detailed,30,11.10,0.37,0.60,21.75,45240.00,2.20,13.89,19.65,22.91,22.91,28.90,28890.00,40880.00,47640.00,47640.00,60100.00,"",""
44270,Eastern Washington nonmetropolitan area,WA,"Hotel, Motel, and Resort Desk Clerks",detailed,290,5.70,3.03,1.94,15.55,32340.00,3.00,13.91,14.08,14.17,16.18,17.59,28920.00,29290.00,29480.00,33660.00,36580.00,"",""
44271,Eastern Washington nonmetropolitan area,WA,"Interviewers, Except Eligibility and Loan",detailed,120,5.90,1.23,1.02,18.00,37430.00,0.50,14.35,14.65,18.08,18.29,22.94,29850.00,30460.00,37600.00,38050.00,47710.00,"",""
44272,Eastern Washington nonmetropolitan area,WA,"Library Assistants, Clerical",detailed,150,42.50,1.63,2.92,18.63,38750.00,4.40,17.38,17.38,17.39,21.91,22.34,36160.00,36160.00,36160.00,45570.00,46460.00,"",""
44273,Eastern Washington nonmetropolitan area,WA,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,70,4.60,0.79,1.08,21.51,44740.00,0.70,17.86,18.43,22.71,23.40,27.40,37140.00,38330.00,47230.00,48670.00,57000.00,"",""
44274,Eastern Washington nonmetropolitan area,WA,Receptionists and Information Clerks,detailed,550,5.20,5.80,0.83,16.92,35190.00,0.90,14.10,14.27,17.17,17.81,21.73,29330.00,29690.00,35710.00,37030.00,45190.00,"",""
44275,Eastern Washington nonmetropolitan area,WA,"Information and Record Clerks, All Other",detailed,110,4.90,1.21,1.09,19.63,40840.00,1.10,14.36,15.65,18.13,22.69,25.90,29870.00,32550.00,37720.00,47190.00,53870.00,"",""
44276,Eastern Washington nonmetropolitan area,WA,Public Safety Telecommunicators,detailed,60,27.60,0.68,0.99,21.87,45480.00,3.10,14.42,18.06,22.92,23.40,29.03,29990.00,37560.00,47680.00,48670.00,60390.00,"",""
44277,Eastern Washington nonmetropolitan area,WA,"Dispatchers, Except Police, Fire, and Ambulance",detailed,100,11.30,1.01,0.73,22.65,47110.00,5.40,14.36,14.57,22.32,26.87,34.09,29870.00,30300.00,46430.00,55890.00,70910.00,"",""
44278,Eastern Washington nonmetropolitan area,WA,"Meter Readers, Utilities",detailed,40,32.10,0.37,2.19,23.37,48610.00,6.70,17.87,17.96,22.91,28.55,29.86,37170.00,37350.00,47640.00,59390.00,62120.00,"",""
44279,Eastern Washington nonmetropolitan area,WA,Postal Service Clerks,detailed,150,0.00,1.55,2.75,24.76,51490.00,0.00,18.69,22.15,25.12,26.63,30.87,38880.00,46070.00,52250.00,55390.00,64210.00,"",""
44280,Eastern Washington nonmetropolitan area,WA,Postal Service Mail Carriers,detailed,220,0.00,2.34,0.98,24.41,50760.00,0.00,18.51,19.06,21.79,31.47,33.83,38500.00,39640.00,45320.00,65460.00,70360.00,"",""
44281,Eastern Washington nonmetropolitan area,WA,"Production, Planning, and Expediting Clerks",detailed,310,11.20,3.25,1.25,23.29,48450.00,2.10,15.81,18.28,20.89,26.28,33.37,32890.00,38020.00,43440.00,54660.00,69410.00,"",""
44282,Eastern Washington nonmetropolitan area,WA,"Shipping, Receiving, and Inventory Clerks",detailed,460,10.30,4.89,0.87,19.15,39820.00,1.20,14.50,16.00,17.75,21.78,22.94,30160.00,33290.00,36920.00,45290.00,47700.00,"",""
44283,Eastern Washington nonmetropolitan area,WA,Executive Secretaries and Executive Administrative Assistants,detailed,180,9.10,1.89,0.57,30.01,62420.00,1.20,23.37,23.78,29.50,33.47,38.21,48600.00,49460.00,61370.00,69610.00,79470.00,"",""
44284,Eastern Washington nonmetropolitan area,WA,Legal Secretaries and Administrative Assistants,detailed,140,11.30,1.50,1.36,20.35,42330.00,4.30,14.44,17.88,18.45,22.74,23.45,30040.00,37200.00,38370.00,47310.00,48780.00,"",""
44285,Eastern Washington nonmetropolitan area,WA,Medical Secretaries and Administrative Assistants,detailed,270,5.20,2.86,0.61,19.80,41180.00,1.50,15.73,17.84,18.23,22.52,23.16,32710.00,37100.00,37910.00,46850.00,48170.00,"",""
44286,Eastern Washington nonmetropolitan area,WA,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,1350,5.20,14.30,1.10,21.38,44480.00,0.70,16.33,18.04,22.42,23.19,28.31,33970.00,37530.00,46640.00,48230.00,58870.00,"",""
44287,Eastern Washington nonmetropolitan area,WA,Insurance Claims and Policy Processing Clerks,detailed,40,31.10,0.43,0.28,22.56,46920.00,5.40,17.52,18.27,22.42,24.72,28.55,36450.00,38000.00,46640.00,51420.00,59380.00,"",""
44288,Eastern Washington nonmetropolitan area,WA,"Office Clerks, General",detailed,1480,4.70,15.74,0.86,19.80,41190.00,0.80,14.21,14.63,18.12,22.49,28.10,29550.00,30420.00,37690.00,46780.00,58460.00,"",""
44289,Eastern Washington nonmetropolitan area,WA,"Office and Administrative Support Workers, All Other",detailed,310,2.10,3.33,3.19,19.82,41220.00,0.80,17.29,18.26,18.26,23.16,23.16,35950.00,37990.00,37990.00,48170.00,48170.00,"",""
44290,Eastern Washington nonmetropolitan area,WA,"Farming, Fishing, and Forestry Occupations",major,3200,7.20,33.95,10.57,17.47,36340.00,1.80,14.06,14.20,14.59,17.93,23.17,29240.00,29540.00,30340.00,37290.00,48190.00,"",""
44291,Eastern Washington nonmetropolitan area,WA,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,240,13.50,2.54,13.89,26.56,55240.00,4.20,17.63,18.03,23.44,34.97,37.61,36660.00,37500.00,48760.00,72750.00,78220.00,"",""
44292,Eastern Washington nonmetropolitan area,WA,Agricultural Inspectors,detailed,50,14.30,0.57,5.86,25.82,53700.00,2.40,16.89,22.34,27.40,29.50,30.04,35130.00,46460.00,56990.00,61370.00,62490.00,"",""
44293,Eastern Washington nonmetropolitan area,WA,"Graders and Sorters, Agricultural Products",detailed,460,16.30,4.86,26.80,14.79,30760.00,0.90,14.13,14.34,14.52,14.52,14.56,29380.00,29830.00,30190.00,30210.00,30290.00,"",""
44294,Eastern Washington nonmetropolitan area,WA,Agricultural Equipment Operators,detailed,120,26.30,1.23,6.61,18.05,37550.00,6.50,14.37,14.37,14.67,23.15,27.90,29890.00,29890.00,30520.00,48150.00,58040.00,"",""
44295,Eastern Washington nonmetropolitan area,WA,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,2010,11.80,21.32,10.84,16.20,33700.00,2.20,14.01,14.12,14.59,17.73,21.51,29130.00,29370.00,30340.00,36880.00,44740.00,"",""
44296,Eastern Washington nonmetropolitan area,WA,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,100,21.40,1.10,4.55,17.05,35460.00,3.20,13.69,14.51,14.52,17.89,24.16,28480.00,30170.00,30200.00,37200.00,50250.00,"",""
44297,Eastern Washington nonmetropolitan area,WA,Logging Equipment Operators,detailed,80,9.90,0.86,4.73,25.27,52550.00,2.80,22.20,22.83,26.63,28.19,28.56,46180.00,47480.00,55400.00,58630.00,59410.00,"",""
44298,Eastern Washington nonmetropolitan area,WA,Construction and Extraction Occupations,major,4670,3.30,49.65,1.20,28.24,58730.00,1.40,17.67,22.09,23.87,31.60,45.70,36750.00,45950.00,49650.00,65730.00,95050.00,"",""
44299,Eastern Washington nonmetropolitan area,WA,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,400,5.50,4.30,0.91,37.99,79020.00,2.00,22.85,29.34,36.72,46.86,60.10,47530.00,61040.00,76380.00,97480.00,125000.00,"",""
44300,Eastern Washington nonmetropolitan area,WA,Carpenters,detailed,460,18.10,4.93,1.04,26.98,56110.00,5.20,18.11,22.42,23.13,28.94,38.83,37660.00,46640.00,48110.00,60200.00,80760.00,"",""
44301,Eastern Washington nonmetropolitan area,WA,Cement Masons and Concrete Finishers,detailed,210,11.30,2.27,1.72,27.29,56770.00,4.90,17.95,22.38,23.52,29.86,39.66,37340.00,46560.00,48930.00,62110.00,82490.00,"",""
44302,Eastern Washington nonmetropolitan area,WA,Construction Laborers,detailed,1150,15.00,12.21,1.78,22.54,46890.00,2.70,17.14,17.87,22.04,22.85,29.88,35660.00,37170.00,45850.00,47520.00,62140.00,"",""
44303,Eastern Washington nonmetropolitan area,WA,Operating Engineers and Other Construction Equipment Operators,detailed,700,9.80,7.42,2.58,30.17,62750.00,3.10,20.76,23.09,28.78,36.78,45.60,43180.00,48030.00,59860.00,76500.00,94840.00,"",""
44304,Eastern Washington nonmetropolitan area,WA,Drywall and Ceiling Tile Installers,detailed,80,12.00,0.83,1.20,25.14,52300.00,7.40,14.48,17.98,27.71,30.47,33.78,30110.00,37400.00,57640.00,63380.00,70260.00,"",""
44305,Eastern Washington nonmetropolitan area,WA,Tapers,detailed,50,19.00,0.55,5.32,26.97,56100.00,3.00,22.62,23.15,28.28,28.35,29.80,47060.00,48150.00,58820.00,58980.00,61980.00,"",""
44306,Eastern Washington nonmetropolitan area,WA,Electricians,detailed,540,6.80,5.76,1.25,34.86,72520.00,1.70,22.13,26.88,31.42,47.91,47.94,46030.00,55900.00,65360.00,99650.00,99720.00,"",""
44307,Eastern Washington nonmetropolitan area,WA,"Insulation Workers, Floor, Ceiling, and Wall",detailed,30,40.80,0.33,1.55,19.66,40900.00,13.20,14.54,14.54,18.03,22.29,25.90,30250.00,30250.00,37510.00,46370.00,53860.00,"",""
44308,Eastern Washington nonmetropolitan area,WA,"Painters, Construction and Maintenance",detailed,80,6.40,0.88,0.58,23.25,48350.00,4.90,14.44,17.47,22.13,23.34,28.55,30030.00,36330.00,46040.00,48550.00,59380.00,"",""
44309,Eastern Washington nonmetropolitan area,WA,Pipelayers,detailed,60,25.30,0.60,2.53,24.89,51780.00,8.60,17.45,17.45,23.06,29.35,35.64,36290.00,36290.00,47970.00,61040.00,74140.00,"",""
44310,Eastern Washington nonmetropolitan area,WA,Roofers,detailed,50,17.30,0.52,0.56,24.22,50390.00,3.00,22.12,22.71,22.85,23.34,28.55,46010.00,47230.00,47520.00,48550.00,59380.00,"",""
44311,Eastern Washington nonmetropolitan area,WA,Construction and Building Inspectors,detailed,80,12.00,0.89,1.06,36.96,76880.00,3.20,23.66,29.17,36.96,39.58,60.87,49220.00,60670.00,76880.00,82330.00,126600.00,"",""
44312,Eastern Washington nonmetropolitan area,WA,Highway Maintenance Workers,detailed,280,4.20,3.01,3.01,26.23,54550.00,0.60,22.42,23.07,27.33,28.01,30.92,46630.00,47980.00,56850.00,58250.00,64320.00,"",""
44313,Eastern Washington nonmetropolitan area,WA,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,30,15.30,0.35,1.73,21.84,45430.00,2.80,17.19,18.03,22.42,23.10,28.52,35760.00,37500.00,46640.00,48040.00,59320.00,"",""
44314,Eastern Washington nonmetropolitan area,WA,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,50,32.30,0.58,2.30,25.07,52150.00,3.90,22.42,22.43,22.89,28.78,29.91,46640.00,46650.00,47610.00,59860.00,62210.00,"",""
44315,Eastern Washington nonmetropolitan area,WA,"Installation, Maintenance, and Repair Occupations",major,5060,3.00,53.73,1.36,28.02,58290.00,1.40,17.16,18.23,23.67,32.60,47.43,35700.00,37920.00,49240.00,67800.00,98640.00,"",""
44316,Eastern Washington nonmetropolitan area,WA,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,530,5.30,5.59,1.50,38.32,79710.00,2.40,26.92,29.17,36.86,47.07,59.63,55990.00,60670.00,76670.00,97900.00,124040.00,"",""
44317,Eastern Washington nonmetropolitan area,WA,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,110,8.40,1.21,0.99,29.66,61690.00,2.30,17.65,23.21,29.20,36.51,46.89,36710.00,48270.00,60730.00,75930.00,97540.00,"",""
44318,Eastern Washington nonmetropolitan area,WA,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,30,1.40,0.32,4.19,57.78,120180.00,0.80,52.67,57.70,57.70,60.99,64.62,109550.00,120020.00,120020.00,126860.00,134410.00,"",""
44319,Eastern Washington nonmetropolitan area,WA,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,40,10.20,0.39,1.08,33.04,68730.00,3.40,23.55,29.20,30.10,37.21,42.15,48970.00,60730.00,62600.00,77410.00,87660.00,"",""
44320,Eastern Washington nonmetropolitan area,WA,Aircraft Mechanics and Service Technicians,detailed,60,7.30,0.64,0.72,30.29,63000.00,2.20,18.06,23.00,29.15,37.93,37.93,37560.00,47840.00,60630.00,78890.00,78890.00,"",""
44321,Eastern Washington nonmetropolitan area,WA,Automotive Body and Related Repairers,detailed,40,12.70,0.43,0.44,22.96,47750.00,3.30,14.52,17.97,21.26,27.17,35.83,30200.00,37370.00,44220.00,56500.00,74520.00,"",""
44322,Eastern Washington nonmetropolitan area,WA,Automotive Service Technicians and Mechanics,detailed,350,4.90,3.67,0.82,24.10,50120.00,2.40,16.66,17.85,22.86,28.67,36.25,34650.00,37120.00,47560.00,59640.00,75410.00,"",""
44323,Eastern Washington nonmetropolitan area,WA,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,290,8.50,3.07,1.66,27.62,57440.00,2.50,18.18,22.66,28.69,30.08,36.96,37820.00,47120.00,59680.00,62570.00,76870.00,"",""
44324,Eastern Washington nonmetropolitan area,WA,Farm Equipment Mechanics and Service Technicians,detailed,360,21.70,3.83,15.42,23.34,48540.00,3.30,17.67,18.18,22.57,28.55,29.09,36750.00,37820.00,46950.00,59380.00,60500.00,"",""
44325,Eastern Washington nonmetropolitan area,WA,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,130,11.00,1.39,1.34,27.87,57980.00,4.10,17.99,22.64,26.43,30.06,41.79,37410.00,47100.00,54980.00,62530.00,86920.00,"",""
44326,Eastern Washington nonmetropolitan area,WA,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,50,14.40,0.50,2.04,21.78,45310.00,3.60,17.49,17.79,22.28,23.11,29.36,36370.00,37000.00,46350.00,48060.00,61070.00,"",""
44327,Eastern Washington nonmetropolitan area,WA,Tire Repairers and Changers,detailed,180,6.40,1.91,2.88,16.07,33430.00,1.50,13.70,13.97,16.58,17.40,21.20,28500.00,29050.00,34490.00,36200.00,44090.00,"",""
44328,Eastern Washington nonmetropolitan area,WA,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,40,18.90,0.43,1.35,40.86,84980.00,4.90,21.85,30.10,36.58,60.25,60.25,45440.00,62600.00,76080.00,125320.00,125330.00,"",""
44329,Eastern Washington nonmetropolitan area,WA,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,140,11.00,1.52,0.60,26.39,54900.00,2.00,17.85,22.54,27.25,29.71,36.27,37120.00,46880.00,56690.00,61800.00,75430.00,"",""
44330,Eastern Washington nonmetropolitan area,WA,Industrial Machinery Mechanics,detailed,680,9.30,7.17,2.71,30.57,63590.00,2.70,18.39,22.90,29.03,37.21,49.44,38250.00,47640.00,60380.00,77410.00,102840.00,"",""
44331,Eastern Washington nonmetropolitan area,WA,"Maintenance Workers, Machinery",detailed,50,8.90,0.58,1.42,25.71,53470.00,3.20,17.90,22.66,22.95,29.43,36.16,37230.00,47120.00,47730.00,61210.00,75220.00,"",""
44332,Eastern Washington nonmetropolitan area,WA,Millwrights,detailed,50,30.30,0.54,1.95,28.93,60180.00,2.20,22.84,23.28,29.69,29.76,37.72,47510.00,48420.00,61760.00,61890.00,78470.00,"",""
44333,Eastern Washington nonmetropolitan area,WA,Electrical Power-Line Installers and Repairers,detailed,220,20.50,2.37,2.69,47.37,98540.00,1.30,37.22,47.11,47.43,49.44,55.37,77420.00,97980.00,98640.00,102840.00,115170.00,"",""
44334,Eastern Washington nonmetropolitan area,WA,Telecommunications Line Installers and Repairers,detailed,40,15.90,0.47,0.66,28.09,58420.00,4.00,18.14,22.84,28.82,36.75,37.40,37730.00,47510.00,59940.00,76440.00,77800.00,"",""
44335,Eastern Washington nonmetropolitan area,WA,"Maintenance and Repair Workers, General",detailed,1280,4.50,13.58,1.35,22.07,45910.00,1.10,14.36,17.77,22.42,27.25,29.42,29870.00,36950.00,46640.00,56690.00,61200.00,"",""
44336,Eastern Washington nonmetropolitan area,WA,"Helpers--Installation, Maintenance, and Repair Workers",detailed,40,13.60,0.47,0.74,22.34,46470.00,4.70,14.21,16.02,22.61,28.79,28.79,29550.00,33310.00,47030.00,59880.00,59880.00,"",""
44337,Eastern Washington nonmetropolitan area,WA,"Installation, Maintenance, and Repair Workers, All Other",detailed,50,8.50,0.52,0.45,35.21,73240.00,4.20,17.96,21.83,30.23,56.28,60.99,37350.00,45410.00,62870.00,117060.00,126860.00,"",""
44338,Eastern Washington nonmetropolitan area,WA,Production Occupations,major,5990,2.30,63.62,1.07,22.53,46860.00,0.90,14.45,17.28,18.45,23.60,34.40,30060.00,35940.00,38370.00,49100.00,71550.00,"",""
44339,Eastern Washington nonmetropolitan area,WA,First-Line Supervisors of Production and Operating Workers,detailed,630,5.50,6.67,1.49,32.97,68580.00,1.50,22.59,23.42,29.94,38.16,46.23,46990.00,48720.00,62280.00,79380.00,96150.00,"",""
44340,Eastern Washington nonmetropolitan area,WA,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,650,12.20,6.93,3.59,20.47,42570.00,1.60,15.79,17.28,17.92,21.88,28.74,32840.00,35940.00,37270.00,45520.00,59770.00,"",""
44341,Eastern Washington nonmetropolitan area,WA,Structural Metal Fabricators and Fitters,detailed,,,,,24.43,50810.00,14.30,17.67,17.67,22.42,31.83,31.83,36750.00,36750.00,46640.00,66200.00,66200.00,"",""
